# Telescope Reflectivity with 2 silver mirrors
# Columns are (1) wavelength in nm and (2) reflectivity 0-1
# Source: https://www.gemini.edu/sciops/instruments/optics/Gemini_Optics_Reflectivity_Data.xlsx
# Data taken from GN sample from August 2013
# Update 17/05/2017 by A. Shugart at GS


Wavelength (nm)	Looking up
2284.5	0.981560577
2285	0.980554249
2285.5	0.981732064
2286	0.980497947
2286.5	0.98002464
2287	0.980864929
2287.5	0.981496064
2288	0.981037177
2288.5	0.981022347
2289	0.980960279
2289.5	0.980235838
2290	0.980565477
2290.5	0.980974089
2291	0.980785564
2291.5	0.981291325
2292	0.981268681
2292.5	0.981248039
2293	0.980321762
2293.5	0.981173419
2294	0.980954555
2294.5	0.981617334
2295	0.979640778
2295.5	0.98222236
2296	0.980671721
2296.5	0.980878435
2297	0.982813401
2297.5	0.980176977
2298	0.980429787
2298.5	0.981420349
2299	0.982090052
2299.5	0.980997089
2300	0.979999036
2300.5	0.982560501
2301	0.982280697
2301.5	0.980920703
2302	0.980336077
2302.5	0.98204087
2303	0.981877398
2303.5	0.980034346
2304	0.981369728
2304.5	0.980870483
2305	0.980817459
2305.5	0.981386177
2306	0.981766393
2306.5	0.98107225
2307	0.981112651
2307.5	0.981423703
2308	0.980245214
2308.5	0.980947084
2309	0.981157096
2309.5	0.98199013
2310	0.98016678
2310.5	0.980320223
2311	0.982458126
2311.5	0.980697626
2312	0.981914839
2312.5	0.981894871
2313	0.982917412
2313.5	0.98175958
2314	0.980975751
2314.5	0.981702337
2315	0.981895637
2315.5	0.980281708
2316	0.981508734
2316.5	0.981202052
2317	0.981028477
2317.5	0.980732202
2318	0.980376765
2318.5	0.982080166
2319	0.98178978
2319.5	0.980262625
2320	0.983010006
2320.5	0.980565477
2321	0.981328708
2321.5	0.982499973
2322	0.981187948
2322.5	0.98146054
2323	0.981904926
2323.5	0.98160729
2324	0.981094353
2324.5	0.981331684
2325	0.982431857
2325.5	0.981816192
2326	0.981970529
2326.5	0.981987833
2327	0.981902668
2327.5	0.98165547
2328	0.981161507
2328.5	0.982035304
2329	0.982423444
2329.5	0.982125872
2330	0.981955513
2330.5	0.981867325
2331	0.982671362
2331.5	0.98106098
2332	0.981945902
2332.5	0.983106699
2333	0.981743837
2333.5	0.98205721
2334	0.982516998
2334.5	0.981784545
2335	0.981718863
2335.5	0.981616852
2336	0.983167917
2336.5	0.981930895
2337	0.982510107
2337.5	0.982326539
2338	0.981852309
2338.5	0.983107881
2339	0.982804977
2339.5	0.982694874
2340	0.982607135
2340.5	0.98239209
2341	0.982287379
2341.5	0.981203715
2342	0.982461614
2342.5	0.982111629
2343	0.982656095
2343.5	0.982247937
2344	0.982576685
2344.5	0.982992646
2345	0.982759039
2345.5	0.982624945
2346	0.982882523
2346.5	0.98322962
2347	0.982568159
2347.5	0.982958494
2348	0.982576279
2348.5	0.982163761
2349	0.982167986
2349.5	0.983110425
2350	0.981621549
2350.5	0.98169662
2351	0.982645355
2351.5	0.983112231
2352	0.982660538
2352.5	0.981362501
2353	0.982398565
2353.5	0.982046115
2354	0.982504747
2354.5	0.982092897
2355	0.983033314
2355.5	0.982856372
2356	0.982766989
2356.5	0.982641309
2357	0.983684224
2357.5	0.981957176
2358	0.981733254
2358.5	0.983199274
2359	0.983007765
2359.5	0.982855587
2360	0.982510844
2360.5	0.984362657
2361	0.98365844
2361.5	0.9818018
2362	0.983444633
2362.5	0.982528304
2363	0.982076017
2363.5	0.983057775
2364	0.984649212
2364.5	0.98321448
2365	0.982176473
2365.5	0.983404023
2366	0.984400798
2366.5	0.981342879
2367	0.982668668
2367.5	0.983323884
2368	0.983669232
2368.5	0.982520855
2369	0.983901217
2369.5	0.982118538
2370	0.982788649
2370.5	0.982748015
2371	0.982988098
2371.5	0.982926375
2372	0.981498596
2372.5	0.982579181
2373	0.982539147
2373.5	0.982602266
2374	0.983706121
2374.5	0.983508983
2375	0.981620245
2375.5	0.983407815
2376	0.982559008
2376.5	0.982752638
2377	0.983466423
2377.5	0.982630854
2378	0.983477479
2378.5	0.982382779
2379	0.982516894
2379.5	0.982062021
2380	0.982529533
2380.5	0.982120088
2381	0.982924418
2381.5	0.981793891
2382	0.982208155
2382.5	0.982399435
2383	0.983789596
2383.5	0.983281612
2384	0.982551587
2384.5	0.982912533
2385	0.983759081
2385.5	0.982323618
2386	0.982927926
2386.5	0.983220163
2387	0.98196984
2387.5	0.982374556
2388	0.98200148
2388.5	0.983245809
2389	0.982349488
2389.5	0.982347144
2390	0.982348921
2390.5	0.982954608
2391	0.98359663
2391.5	0.983209326
2392	0.983079798
2392.5	0.982269912
2393	0.982780991
2393.5	0.983351366
2394	0.982661871
2394.5	0.981775512
2395	0.982211964
2395.5	0.982455904
2396	0.982098057
2396.5	0.982629492
2397	0.982776453
2397.5	0.983131162
2398	0.981360366
2398.5	0.98215448
2399	0.983193326
2399.5	0.981325581
2400	0.982013161
2400.5	0.983559828
2401	0.982652776
2401.5	0.982627223
2402	0.982997374
2402.5	0.982418103
2403	0.981783874
2403.5	0.983780109
2404	0.983653011
2404.5	0.983209128
2405	0.981826983
2405.5	0.982451745
2406	0.983178139
2406.5	0.982814705
2407	0.982926838
2407.5	0.981820331
2408	0.981713335
2408.5	0.981765684
2409	0.984506691
2409.5	0.984237291
2410	0.983207444
2410.5	0.982518123
2411	0.983966774
2411.5	0.981210866
2412	0.983358496
2412.5	0.98363469
2413	0.984038292
2413.5	0.982337456
2414	0.982678093
2414.5	0.983636686
2415	0.982602143
2415.5	0.982548099
2416	0.983069689
2416.5	0.982857969
2417	0.983129791
2417.5	0.982633075
2418	0.983059421
2418.5	0.983811409
2419	0.983300525
2419.5	0.981996036
2420	0.983912938
2420.5	0.982665832
2421	0.983455471
2421.5	0.983312469
2422	0.981885828
2422.5	0.983180759
2423	0.983894728
2423.5	0.983362099
2424	0.984515851
2424.5	0.982258003
2425	0.983065727
2425.5	0.982586243
2426	0.981471698
2426.5	0.984507751
2427	0.984327222
2427.5	0.984154251
2428	0.982925108
2428.5	0.984357037
2429	0.984602985
2429.5	0.983009722
2430	0.983942197
2430.5	0.98308201
2431	0.98481971
2431.5	0.982965056
2432	0.984142491
2432.5	0.984948208
2433	0.981914452
2433.5	0.983337426
2434	0.983912247
2434.5	0.98472226
2435	0.983426115
2435.5	0.983888692
2436	0.985420704
2436.5	0.982707873
2437	0.982201463
2437.5	0.984976308
2438	0.983329444
2438.5	0.983973074
2439	0.98458404
2439.5	0.984353242
2440	0.983046032
2440.5	0.983471313
2441	0.984777169
2441.5	0.983398623
2442	0.98144564
2442.5	0.983711286
2443	0.983942178
2443.5	0.984104847
2444	0.983011897
2444.5	0.983835521
2445	0.983458942
2445.5	0.983275408
2446	0.9846228
2446.5	0.983452426
2447	0.982710057
2447.5	0.983553302
2448	0.984332635
2448.5	0.98144685
2449	0.984425116
2449.5	0.984115973
2450	0.982656586
2450.5	0.983587777
2451	0.984095519
2451.5	0.984084128
2452	0.983580873
2452.5	0.982821692
2453	0.984829079
2453.5	0.984715711
2454	0.983534037
2454.5	0.983006631
2455	0.983825106
2455.5	0.983405773
2456	0.98439795
2456.5	0.98345427
2457	0.984718759
2457.5	0.983889742
2458	0.985208759
2458.5	0.983219634
2459	0.984893313
2459.5	0.983335875
2460	0.984197365
2460.5	0.983293537
2461	0.983408023
2461.5	0.982970814
2462	0.982949114
2462.5	0.983345701
2463	0.983164125
2463.5	0.982709093
2464	0.984187932
2464.5	0.982856561
2465	0.983386518
2465.5	0.983276174
2466	0.984400401
2466.5	0.983389374
2467	0.984613034
2467.5	0.985213994
2468	0.98289749
2468.5	0.983591135
2469	0.984034953
2469.5	0.982869438
2470	0.983404099
2470.5	0.982870213
2471	0.983282123
2471.5	0.983180191
2472	0.98374652
2472.5	0.984000546
2473	0.983689985
2473.5	0.982886665
2474	0.984138745
2474.5	0.984890294
2475	0.984050279
2475.5	0.985467197
2476	0.983769893
2476.5	0.983288213
2477	0.983711106
2477.5	0.985389217
2478	0.983729541
2478.5	0.98284739
2479	0.984898272
2479.5	0.984210156
2480	0.983058484
2480.5	0.983988144
2481	0.985201764
2481.5	0.983895863
2482	0.983686229
2482.5	0.984640742
2483	0.984702387
2483.5	0.983685946
2484	0.983283881
2484.5	0.984493775
2485	0.984029239
2485.5	0.984097411
2486	0.983686579
2486.5	0.985388857
2487	0.983709101
2487.5	0.982582754
2488	0.982698968
2488.5	0.985298366
2489	0.982624945
2489.5	0.983965818
2490	0.983794572
2490.5	0.984325359
2491	0.984348644
2491.5	0.983086729
2492	0.984113797
2492.5	0.984014282
2493	0.984699226
2493.5	0.984068433
2494	0.983895248
2494.5	0.983521997
2495	0.98328287
2495.5	0.983872195
2496	0.984357462
2496.5	0.98395703
2497	0.984293605
2497.5	0.982732066
2498	0.983608831
2498.5	0.984321366
2499	0.984855408
2499.5	0.98345653
2500	0.98358789
2500.5	0.983419079
2501	0.98509608
2501.5	0.983645832
2502	0.983631417
2502.5	0.984732065
2503	0.984066844
2503.5	0.982966824
2504	0.984597231
2504.5	0.984442611
2505	0.982777767
2505.5	0.984065018
2506	0.984020696
2506.5	0.982775858
2507	0.98451481
2507.5	0.983668116
2508	0.984084062
2508.5	0.983260826
2509	0.983272486
2509.5	0.985001532
2510	0.982852883
2510.5	0.983747239
2511	0.984714216
2511.5	0.983947731
2512	0.983034042
2512.5	0.982915587
2513	0.984826372
2513.5	0.982881256
2514	0.982394765
2514.5	0.985368873
2515	0.984909497
2515.5	0.983220494
2516	0.985058891
2516.5	0.985524503
2517	0.983123115
2517.5	0.98383361
2518	0.98525414
2518.5	0.984619384
2519	0.983136826
2519.5	0.984497143
2520	0.983840534
2520.5	0.983225563
2521	0.983486142
2521.5	0.985027419
2522	0.984807709
2522.5	0.983775672
2523	0.985301575
2523.5	0.984147751
2524	0.984572277
2524.5	0.984029778
2525	0.983610959
2525.5	0.984076645
2526	0.983114084
2526.5	0.984502859
2527	0.985026804
2527.5	0.985094954
2528	0.984517857
2528.5	0.983918396
2529	0.98511219
2529.5	0.984075292
2530	0.985033515
2530.5	0.983999628
2531	0.983937079
2531.5	0.986411605
2532	0.984738188
2532.5	0.985643427
2533	0.985421414
2533.5	0.985889772
2534	0.985339252
2534.5	0.985704203
2535	0.985557544
2535.5	0.986402313
2536	0.985772518
2536.5	0.987014459
2537	0.98454493
2537.5	0.986624645
2538	0.985633637
2538.5	0.98653818
2539	0.983704031
2539.5	0.985602743
2540	0.985153176
2540.5	0.984622355
2541	0.986087471
2541.5	0.985217156
2542	0.984066096
2542.5	0.985623128
2543	0.985870692
2543.5	0.986212444
2544	0.985894592
2544.5	0.98628071
2545	0.98468945
2545.5	0.983782965
2546	0.985515982
2546.5	0.98476074
2547	0.98573062
2547.5	0.985689849
2548	0.985968463
2548.5	0.98575717
2549	0.984443643
2549.5	0.985468484
2550	0.985213966
2550.5	0.983789114
2551	0.984612306
2551.5	0.98319761
2552	0.986253689
2552.5	0.986635359
2553	0.985949155
2553.5	0.98515576
2554	0.984148612
2554.5	0.984531568
2555	0.986793068
2555.5	0.984615078
2556	0.985785311
2556.5	0.986498112
2557	0.985247892
2557.5	0.983801533
2558	0.985435804
2558.5	0.985596438
2559	0.984767781
2559.5	0.987566878
2560	0.98377904
2560.5	0.985617324
2561	0.984319473
2561.5	0.984408595
2562	0.984754683
2562.5	0.984084317
2563	0.981725345
2563.5	0.985922157
2564	0.983861931
2564.5	0.982635382
2565	0.984266356
2565.5	0.984689261
2566	0.982935641
2566.5	0.984105774
2567	0.984723273
2567.5	0.985409012
2568	0.986793466
2568.5	0.982813089
2569	0.987322929
2569.5	0.985896032
2570	0.985579841
2570.5	0.986379004
2571	0.982617647
2571.5	0.982943035
2572	0.982228599
2572.5	0.985429205
2573	0.984963815
2573.5	0.983970813
2574	0.984493614
2574.5	0.987896639
2575	0.987179362
2575.5	0.982378422
2576	0.983136939
2576.5	0.982598012
2577	0.981069652
2577.5	0.98567204
2578	0.986570547
2578.5	0.981836925
2579	0.982077974
2579.5	0.985302304
2580	0.984065746
2580.5	0.982701293
2581	0.983981361
2581.5	0.986643638
2582	0.981981804
2582.5	0.986409673
2583	0.983863029
2583.5	0.985492408
2584	0.979611054
2584.5	0.981707467
2585	0.980089057
2585.5	0.981981671
2586	0.984570545
2586.5	0.983389118
2587	0.982924862
2587.5	0.984370832
2588	0.986319229
2588.5	0.986085426
2589	0.98324718
2589.5	0.982005288
2590	0.984046409
2590.5	0.983316384
2591	0.984750926
2591.5	0.981347829
2592	0.983619803
2592.5	0.983611725
2593	0.98181194
2593.5	0.98113877
2594	0.982058968
2594.5	0.985340009
2595	0.98447062
2595.5	0.980301357
2596	0.979275016
2596.5	0.9821278
2597	0.978706571
2597.5	0.980766797
2598	0.98204793
2598.5	0.9864646
2599	0.980243684
2599.5	0.984295015
2600	0.982944604
2600.5	0.984521765
2601	0.981016075
2601.5	0.981806733
2602	0.989437231
2602.5	0.986302229
2603	0.976538244
2603.5	0.988998114
2604	0.983068432
2604.5	0.988049709
2605	0.980046817
2605.5	0.983700616
2606	0.988562119
2606.5	0.982263192
2607	0.985399924
2607.5	0.985147241
2608	0.977934204
2608.5	0.983584117
2609	0.985203317
2609.5	0.986539506
2610	0.982097074
2610.5	0.985076193
2611	0.985719571
2611.5	0.98870445
2612	0.982720371
2612.5	0.985187386
2613	0.985207056
2613.5	0.985077234
2614	0.984055075
2614.5	0.986368036
2615	0.984226969
2615.5	0.985339905
2616	0.983873103
2616.5	0.985620912
2617	0.984744916
2617.5	0.984731213
2618	0.984321952
2618.5	0.976597891
2619	0.984746648
2619.5	0.982893151
2620	0.984734024
2620.5	0.982086773
2621	0.979803648
2621.5	0.980402497
2622	0.984316919
2622.5	0.978887196
2623	0.985400568
2623.5	0.981943379
2624	0.983746832
2624.5	0.987199592
2625	0.981743677
2625.5	0.983659878
2626	0.983321992
2626.5	0.988057833
2627	0.982814516
2627.5	0.98331525
2628	0.983646522
2628.5	0.980900707
2629	0.985469734
2629.5	0.987422696
2630	0.983203785
2630.5	0.98615687
2631	0.985798406
2631.5	0.980479231
2632	0.981817553
2632.5	0.985374742
2633	0.983395086
2633.5	0.985019516
2634	0.97998293
2634.5	0.986043568
2635	0.98315205
2635.5	0.983797031
2636	0.985200685
2636.5	0.985048451
2637	0.985167384
2637.5	0.983628145
2638	0.982887553
2638.5	0.987152537
2639	0.982827393
2639.5	0.980069995
2640	0.984463116
2640.5	0.985112645
2641	0.984563004
2641.5	0.986278854
2642	0.983423581
2642.5	0.986622201
2643	0.982898445
2643.5	0.984192473
2644	0.983050561
2644.5	0.982138517
2645	0.982583775
2645.5	0.98633158
2646	0.983727753
2646.5	0.984009883
2647	0.98216619
2647.5	0.984474698
2648	0.984104185
2648.5	0.983128136
2649	0.981144579
2649.5	0.983133431
2650	0.981938313
2650.5	0.983096156
2651	0.983374668
2651.5	0.983825929
2652	0.984071196
2652.5	0.982922101
2653	0.985253903
2653.5	0.983076639
2654	0.980322914
2654.5	0.982567431
2655	0.983497586
2655.5	0.984002722
2656	0.979217015
2656.5	0.982525931
2657	0.983630472
2657.5	0.981490121
2658	0.979969855
2658.5	0.980504038
2659	0.981504124
2659.5	0.979576782
2660	0.976704231
2660.5	0.986840247
2661	0.98492572
2661.5	0.987916004
2662	0.984000461
2662.5	0.9863649
2663	0.978417958
2663.5	0.982260989
2664	0.979504189
2664.5	0.988668311
2665	0.985889782
2665.5	0.98351374
2666	0.986903893
2666.5	0.973589491
2667	0.984860084
2667.5	0.977131221
2668	0.979940513
2668.5	0.981079825
2669	0.983170121
2669.5	0.98211694
2670	0.979835905
2670.5	0.977881382
2671	0.9873524
2671.5	0.976166947
2672	0.972399053
2672.5	0.978912559
2673	0.988172739
2673.5	0.984283879
2674	0.982158488
2674.5	0.985690001
2675	0.983161553
2675.5	0.98242316
2676	0.981878712
2676.5	0.987647891
2677	0.980620223
2677.5	0.989463849
2678	0.990881744
2678.5	0.979785344
2679	0.981308869
2679.5	0.982882968
2680	0.979321921
2680.5	0.982446187
2681	0.982609498
2681.5	0.982958967
2682	0.984483744
2682.5	0.987387576
2683	0.980683205
2683.5	0.972037936
2684	0.976423291
2684.5	0.983485055
2685	0.983536392
2685.5	0.98161826
2686	0.979601587
2686.5	0.986985438
2687	0.973410579
2687.5	0.98438669
2688	0.980455708
2688.5	0.980400042
2689	0.985114831
2689.5	0.983159416
2690	0.983861837
2690.5	0.98006908
2691	0.982266292
2691.5	0.983984946
2692	0.976582416
2692.5	0.983229951
2693	0.98358302
2693.5	0.990732156
2694	0.988654884
2694.5	0.9857089
2695	0.977839208
2695.5	0.982433284
2696	0.980467313
2696.5	0.983383813
2697	0.97920754
2697.5	0.987273711
2698	0.977432448
2698.5	0.987190884
2699	0.983229667
2699.5	0.98208871
2700	0.985000378
2700.5	0.986089583
2701	0.986218533
2701.5	0.985591221
2702	0.983113063
2702.5	0.983575481
2703	0.98593514
2703.5	0.985977298
2704	0.986910146
2704.5	0.983447281
2705	0.985483897
2705.5	0.978066289
2706	0.980369806
2706.5	0.976919594
2707	0.976097468
2707.5	0.969636903
2708	0.981166108
2708.5	0.978588311
2709	0.981872295
2709.5	0.976499606
2710	0.983147133
2710.5	0.988416139
2711	0.984011548
2711.5	0.983745356
2712	0.981575345
2712.5	0.987223139
2713	0.982999114
2713.5	0.983447678
2714	0.983923466
2714.5	0.978948057
2715	0.9917717
2715.5	0.975563394
2716	0.973223403
2716.5	0.992180416
2717	0.981442967
2717.5	0.981283267
2718	0.986524094
2718.5	0.98365809
2719	0.987552956
2719.5	0.981910908
2720	0.977716116
2720.5	0.986704559
2721	0.980793346
2721.5	0.98127741
2722	0.979107113
2722.5	0.99215151
2723	0.972316918
2723.5	0.983642323
2724	0.982104748
2724.5	0.987389102
2725	0.985104078
2725.5	0.976842368
2726	0.978725346
2726.5	0.98498813
2727	0.980581324
2727.5	0.973157979
2728	0.98647913
2728.5	0.970791334
2729	0.9885588
2729.5	0.9877236
2730	0.980829709
2730.5	0.972730984
2731	0.98338856
2731.5	0.989797437
2732	0.987618066
2732.5	0.985995982
2733	0.981360243
2733.5	0.989877299
2734	0.985287527
2734.5	0.984940039
2735	0.981410929
2735.5	0.983765579
2736	0.981736722
2736.5	0.977462101
2737	0.976065301
2737.5	0.979239825
2738	0.980848221
2738.5	0.986685224
2739	0.982098435
2739.5	0.982153582
2740	0.980069448
2740.5	0.979304603
2741	0.974217595
2741.5	0.988104843
2742	0.990511687
2742.5	0.988233053
2743	0.978465087
2743.5	0.985822353
2744	0.989196427
2744.5	0.984002183
2745	0.987524146
2745.5	0.988986448
2746	0.988382679
2746.5	0.979474259
2747	0.98627122
2747.5	0.979551155
2748	0.984868867
2748.5	0.976093642
2749	0.995357964
2749.5	0.976876037
2750	0.989954811
2750.5	0.979705579
2751	0.98410427
2751.5	0.980218125
2752	0.979802289
2752.5	0.978767831
2753	0.984869643
2753.5	0.990804784
2754	0.981179522
2754.5	0.982409199
2755	0.980544409
2755.5	0.987499648
2756	0.984837294
2756.5	0.977459593
2757	0.986689733
2757.5	0.99015341
2758	0.989347075
2758.5	0.968560617
2759	0.978856352
2759.5	0.990566539
2760	0.975493757
2760.5	0.983787184
2761	0.988763926
2761.5	0.974723939
2762	0.990655098
2762.5	0.985195337
2763	0.99254705
2763.5	0.982813089
2764	0.985493942
2764.5	0.97635253
2765	0.981777317
2765.5	0.980515181
2766	0.972152725
2766.5	0.976467215
2767	0.987178813
2767.5	0.976297933
2768	0.985180523
2768.5	0.993245991
2769	0.971474791
2769.5	0.99110326
2770	0.985673479
2770.5	0.978755434
2771	0.982322692
2771.5	0.97634944
2772	0.990923599
2772.5	0.979958687
2773	0.989303602
2773.5	0.969925242
2774	0.977073933
2774.5	0.970408467
2775	0.986489587
2775.5	0.977793263
2776	0.981864386
2776.5	0.975959872
2777	0.994752281
2777.5	0.983614251
2778	0.980756862
2778.5	0.978577151
2779	0.980647232
2779.5	0.991103042
2780	0.976710102
2780.5	0.983135133
2781	0.986811589
2781.5	0.979299705
2782	0.984904585
2782.5	0.985935348
2783	0.980075575
2783.5	0.982190036
2784	0.974609215
2784.5	0.983212986
2785	0.97896105
2785.5	0.974414261
2786	0.977389709
2786.5	0.978706061
2787	0.983299438
2787.5	0.985066463
2788	0.977700302
2788.5	0.978303998
2789	0.976452373
2789.5	0.977736447
2790	0.975582873
2790.5	0.979965021
2791	0.979042115
2791.5	0.971598957
2792	0.980842374
2792.5	0.969427912
2793	0.972213761
2793.5	0.976866451
2794	0.979006229
2794.5	0.973707609
2795	0.97829964
2795.5	0.985000955
2796	0.985508768
2796.5	0.981591445
2797	0.98139467
2797.5	0.980763067
2798	0.990565219
2798.5	0.979153778
2799	0.990111001
2799.5	0.982789377
2800	0.982990244
2800.5	0.9753749
2801	0.982952707
2801.5	0.974963332
2802	0.981572879
2802.5	0.979270203
2803	0.984115717
2803.5	0.977526537
2804	0.981529227
2804.5	0.983999893
2805	0.984851377
2805.5	0.982020475
2806	0.981421454
2806.5	0.981613338
2807	0.979350451
2807.5	0.982015778
2808	0.989302749
2808.5	0.985102706
2809	0.979847611
2809.5	0.980639082
2810	0.980513066
2810.5	0.980437681
2811	0.979430485
2811.5	0.982011082
2812	0.986333711
2812.5	0.984657909
2813	0.982191879
2813.5	0.975501169
2814	0.980649782
2814.5	0.974391527
2815	0.981868288
2815.5	0.981164662
2816	0.97655681
2816.5	0.978381857
2817	0.982843211
2817.5	0.981402549
2818	0.977218583
2818.5	0.983023565
2819	0.987408576
2819.5	0.981554407
2820	0.976985493
2820.5	0.985378472
2821	0.98594031
2821.5	0.977468013
2822	0.983628656
2822.5	0.982273901
2823	0.978533915
2823.5	0.978121558
2824	0.977937976
2824.5	0.982699176
2825	0.981121313
2825.5	0.979560924
2826	0.975744256
2826.5	0.984505414
2827	0.9900081
2827.5	0.975625865
2828	0.988748753
2828.5	0.979751927
2829	0.979281604
2829.5	0.98317761
2830	0.98902282
2830.5	0.984838571
2831	0.97566281
2831.5	0.982271103
2832	0.982676808
2832.5	0.977072689
2833	0.977417353
2833.5	0.980041266
2834	0.983448586
2834.5	0.980864542
2835	0.98341035
2835.5	0.980883186
2836	0.975097542
2836.5	0.986936247
2837	0.982317956
2837.5	0.983065056
2838	0.985860314
2838.5	0.979192063
2839	0.980596934
2839.5	0.980313953
2840	0.984307694
2840.5	0.98255967
2841	0.981171625
2841.5	0.975409118
2842	0.983107172
2842.5	0.985125953
2843	0.979594319
2843.5	0.976911177
2844	0.984499717
2844.5	0.979116191
2845	0.986114622
2845.5	0.979721834
2846	0.98092364
2846.5	0.977616916
2847	0.98350973
2847.5	0.979307396
2848	0.977023548
2848.5	0.986861734
2849	0.982196331
2849.5	0.98146738
2850	0.979506794
2850.5	0.973442927
2851	0.983781282
2851.5	0.985436154
2852	0.98165632
2852.5	0.985358251
2853	0.98633732
2853.5	0.984077449
2854	0.983581856
2854.5	0.98239796
2855	0.981808264
2855.5	0.982262067
2856	0.985606862
2856.5	0.985285047
2857	0.984708614
2857.5	0.981163208
2858	0.975909817
2858.5	0.980318146
2859	0.97643313
2859.5	0.979997724
2860	0.979334029
2860.5	0.97448306
2861	0.97597114
2861.5	0.983913865
2862	0.984514876
2862.5	0.977690278
2863	0.978879346
2863.5	0.983483286
2864	0.98505164
2864.5	0.98175614
2865	0.975029343
2865.5	0.98148142
2866	0.978665983
2866.5	0.98230598
2867	0.976073093
2867.5	0.983252221
2868	0.983007813
2868.5	0.982515713
2869	0.976067232
2869.5	0.9844583
2870	0.98285294
2870.5	0.9842036
2871	0.982652682
2871.5	0.983287967
2872	0.979839265
2872.5	0.979780369
2873	0.981790659
2873.5	0.975678136
2874	0.980722965
2874.5	0.978219435
2875	0.981554823
2875.5	0.979247176
2876	0.982552305
2876.5	0.981636081
2877	0.981336615
2877.5	0.97978289
2878	0.980060894
2878.5	0.978405006
2879	0.982316992
2879.5	0.987102518
2880	0.975930921
2880.5	0.98304223
2881	0.978742112
2881.5	0.985404364
2882	0.982032185
2882.5	0.983569655
2883	0.975697749
2883.5	0.983336755
2884	0.985592367
2884.5	0.983973206
2885	0.974812032
2885.5	0.986997357
2886	0.977404719
2886.5	0.978185677
2887	0.979355075
2887.5	0.979449861
2888	0.982499548
2888.5	0.989236389
2889	0.980805464
2889.5	0.974352055
2890	0.977321685
2890.5	0.979264928
2891	0.976050574
2891.5	0.981482412
2892	0.982920882
2892.5	0.986436023
2893	0.978328872
2893.5	0.976921734
2894	0.982523332
2894.5	0.980670635
2895	0.984186428
2895.5	0.979712649
2896	0.987655369
2896.5	0.973323424
2897	0.977393669
2897.5	0.98008293
2898	0.983942745
2898.5	0.976204392
2899	0.980180593
2899.5	0.986653035
2900	0.977355579
2900.5	0.983907082
2901	0.980924963
2901.5	0.988900733
2902	0.980129684
2902.5	0.98046516
2903	0.97779332
2903.5	0.988334061
2904	0.98275849
2904.5	0.984667079
2905	0.980652209
2905.5	0.979132668
2906	0.976981751
2906.5	0.979378604
2907	0.981062728
2907.5	0.973491913
2908	0.978869118
2908.5	0.975577259
2909	0.976728962
2909.5	0.978078408
2910	0.973830081
2910.5	0.976521696
2911	0.972970602
2911.5	0.972247378
2912	0.973010799
2912.5	0.980723891
2913	0.982796458
2913.5	0.974033184
2914	0.978775389
2914.5	0.986981175
2915	0.981730731
2915.5	0.983339998
2916	0.979759725
2916.5	0.980753027
2917	0.981310068
2917.5	0.98511344
2918	0.979414912
2918.5	0.977774035
2919	0.974373095
2919.5	0.978062374
2920	0.982723302
2920.5	0.970024192
2921	0.986607225
2921.5	0.976651037
2922	0.98347398
2922.5	0.979513269
2923	0.98550375
2923.5	0.990385835
2924	0.981823563
2924.5	0.97710129
2925	0.979077124
2925.5	0.976557866
2926	0.976747982
2926.5	0.973789087
2927	0.986655782
2927.5	0.98659455
2928	0.985322799
2928.5	0.983916797
2929	0.986483288
2929.5	0.986155866
2930	0.978261739
2930.5	0.979534335
2931	0.980443488
2931.5	0.980075783
2932	0.975274359
2932.5	0.986217558
2933	0.982431706
2933.5	0.979204341
2934	0.974934103
2934.5	0.987264747
2935	0.975676544
2935.5	0.986239047
2936	0.981512202
2936.5	0.978596755
2937	0.986737914
2937.5	0.982564992
2938	0.973480508
2938.5	0.99161233
2939	0.984099814
2939.5	0.983927298
2940	0.977467136
2940.5	0.978295376
2941	0.968453333
2941.5	0.980137133
2942	0.976822622
2942.5	0.980090502
2943	0.98106763
2943.5	0.977804929
2944	0.977028129
2944.5	0.986183757
2945	0.987684078
2945.5	0.97806494
2946	0.977912852
2946.5	0.97886675
2947	0.985936333
2947.5	0.973890003
2948	0.988155097
2948.5	0.978744687
2949	0.980620308
2949.5	0.985516143
2950	0.985360874
2950.5	0.977077864
2951	0.979649151
2951.5	0.979007097
2952	0.97545139
2952.5	0.98150812
2953	0.986228051
2953.5	0.970498855
2954	0.976771281
2954.5	0.978531849
2955	0.977527311
2955.5	0.978385762
2956	0.970241251
2956.5	0.975524152
2957	0.971996462
2957.5	0.977777902
2958	0.983411797
2958.5	0.991135721
2959	1.000555449
2959.5	0.983203652
2960	0.988665666
2960.5	0.966039861
2961	0.978792098
2961.5	0.981856958
2962	0.978870703
2962.5	0.967390648
2963	0.985855949
2963.5	0.985313229
2964	0.982153375
2964.5	0.975271967
2965	0.970988876
2965.5	0.987616388
2966	1.000212051
2966.5	0.976361332
2967	0.973399946
2967.5	0.977408123
2968	0.976657068
2968.5	0.984673627
2969	0.985375206
2969.5	0.998548348
2970	0.976729895
2970.5	0.971634199
2971	0.964200568
2971.5	0.974607699
2972	0.981731771
2972.5	0.989144772
2973	0.9783289
2973.5	0.977166554
2974	0.974089554
2974.5	0.984739645
2975	0.977567592
2975.5	0.974393814
2976	0.977695785
