# sky background 0.3-1.0um
# BRIGHT optical sky - 100%ile conditions (day 14)
# AM=1.5
#
#derived from sky spectrum with constant slope to match assumed photometric background
#increasingly poor model at very bright sky (day14);  patched to near-IR background at 920nm
#
#1 March 2001 : Phil Puxley

#nm         phot/s/nm/arcsec^2/m^2
665.66                   11.4407
665.92                   11.4303
666.19                   11.4178
666.45                   11.4138
666.72                   11.4057
666.98                   11.3978
667.25                   11.3830
667.51                   11.3751
667.78                   11.3691
668.04                   11.3612
668.31                   11.3532
668.57                   11.3434
668.84                   11.3355
669.10                   11.3275
669.37                   11.3198
669.64                   11.3216
669.90                   11.3162
670.17                   11.3081
670.43                   11.3052
670.70                   11.3146
670.96                   11.3346
671.23                   11.3219
671.49                   11.3090
671.76                   11.2885
672.02                   11.2736
672.29                   11.2620
672.55                   11.2427
672.82                   11.2317
673.08                   11.2125
673.35                   11.2316
673.62                   11.2236
673.88                   11.2157
674.15                   11.1781
674.41                   11.1715
674.68                   11.1646
674.94                   11.1567
675.21                   11.1477
675.47                   11.1417
675.74                   11.1326
676.00                   11.1278
676.27                   11.1189
676.53                   11.1107
676.80                   11.1115
677.06                   11.1195
677.33                   11.1117
677.60                   11.0933
677.86                   11.0675
678.13                   11.0594
678.39                   11.0496
678.66                   11.0418
678.92                   11.0545
679.19                   11.0468
679.45                   11.0427
679.72                   11.0334
679.98                   11.0253
680.25                   11.0133
680.51                   10.9860
680.78                   10.9781
681.04                   10.9702
681.31                   10.9623
681.58                   10.9543
681.84                   10.9464
682.11                   10.9385
682.37                   10.9305
682.64                   10.9419
682.90                   10.9390
683.17                   11.2712
683.43                   11.2443
683.70                   11.2315
683.96                   10.8977
684.23                   10.8897
684.49                   10.8818
684.76                   10.8591
685.02                   10.8512
685.29                   10.8433
685.56                   10.8353
685.82                   10.8274
686.09                   11.3216
686.35                   11.3141
686.62                   11.3067
686.88                   10.8062
687.15                   10.7983
687.41                   10.7903
687.68                   10.7717
687.94                   10.7817
688.21                   10.7738
688.47                   10.7670
688.74                   10.7409
689.00                   10.7361
689.27                   10.7271
689.54                   10.7221
689.80                   10.9699
690.07                   10.9625
690.33                   10.9573
690.60                   10.6895
690.86                   10.6815
691.13                   10.6683
691.39                   10.6604
691.66                   10.6647
691.92                   10.6567
692.19                   10.6488
692.45                   10.6285
692.72                   10.6205
692.99                   10.6125
693.25                   10.6130
693.52                   10.6141
693.78                   10.6195
694.05                   10.6047
694.31                   10.5891
694.58                   10.5677
694.84                   10.5722
695.11                   10.5692
695.37                   10.5806
695.64                   10.5876
695.90                   10.5894
696.17                   10.5670
696.43                   10.5329
696.70                   10.5718
696.97                   10.5690
697.23                   10.5691
697.50                   10.5020
697.76                   10.4849
698.03                   10.4660
698.29                   10.4537
698.56                   10.4526
698.82                   10.4470
699.09                   10.4390
699.35                   10.4311
699.62                   10.4250
699.88                   10.4296
700.15                   10.4171
700.41                   10.4048
700.68                   10.3842
700.95                   10.3727
701.21                   10.3646
701.48                   10.3566
701.74                   10.3485
702.01                   10.3405
702.27                   10.3324
702.54                   10.3248
702.80                   10.3200
703.07                   10.3135
703.33                   10.3050
703.60                   10.2980
703.86                   10.3309
704.13                   10.3378
704.39                   10.3258
704.66                   10.2767
